Name,Price,Reviews,Size,Category,Rating
"Dear, Klairs, Freshly Juiced Vitamin E Beauty Mask, 0.5 oz (15 ml)",8.99,1392.0,,beauty,4.4
"Nu-Pore, Aloe Makeup Remover, 24 Towelettes",3.89,713.0,,beauty,4.2
"PanOxyl, Overnight Spot Patches, 40 Clear Patches",13.11,28.0,,beauty,4.1
"Derma E, Acne Blemish Control Treatment Serum, 2 fl oz (60 ml)",19.1,1031.0,,beauty,4.5
"Cosrx, Oil-Free Ultra-Moisturizing Lotion with Birch Sap, 0.67 fl oz (20 ml)",7.38,1015.0,,beauty,4.5
"Elizavecca, Witch Piggy, Hell-Pore, Marine Collagen Ample, 1.69 fl oz (50 ml)",15.89,367.0,,beauty,4.5
"Physicians Formula, Organic Wear, Lash-Boosting Mascara, Black, 0.26 oz (7.5 g)",16.37,318.0,7.5,beauty,3.9
"Cos De BAHA, AN, Arbutin Niacinamide Serum, 1 fl oz (30 ml)",15.84,227.0,,beauty,4.4
"Spectrum Culinary, Organic Virgin Coconut Oil, Unrefined, 14 fl oz (414 ml)",14.4,1372.0,,beauty,4.8
"E.L.F., Flawless Finish Foundation, Oil Free, Natural, 0.68 fl oz (20 ml)",9.36,1876.0,,beauty,4.3
"Mizon, Snail Repair Eye Cream, 0.84 oz (25 ml)",19.48,2185.0,,beauty,4.4
"Dear, Klairs, Supple Preparation Facial Toner, 6.08 fl oz (180 ml)",31.21,1810.0,,beauty,4.7
"EcoTools, Retractable Face Brush, 1 Brush",12.47,2458.0,,beauty,4.6
"Life-flo, Pure Almond Oil, Skin Care, 16 fl oz (473 ml)",16.71,1467.0,,beauty,4.5
"Real Techniques, Powder for Powder + Bronzer, 1 Brush",15.59,3466.0,,beauty,4.7
"Neutrogena, Stubborn Marks PM Treatment,  1 fl oz (29 ml)",28.04,198.0,,beauty,4.5
"Reviva Labs, 10% Glycolic Acid Cream, Anti-Aging, 2.0 oz (55 g)",37.35,3053.0,55.0,beauty,4.3
"Advanced Clinicals, Dark Spot, Spot Corrector, 4 fl oz (118 ml)",17.09,318.0,,beauty,4.2
"MOODmatcher, Lipstick, Green, 0.12 oz (3.5 g)",7.8,758.0,3.5,beauty,4.3
"Hero Cosmetics, Mighty Patch, Surface, 10 Strips",21.35,195.0,,beauty,4.4
"SeoulCeuticals, Day Glow Serum, 1 fl oz (30 ml)",26.52,228.0,,beauty,4.7
"Neutrogena, Hydro Boost Water Gel, 1.7 oz (48 g)",34.63,2507.0,48.0,beauty,4.4
"Physicians Formula, Mineral Wear, Face Powder, SPF 16, Creamy Natural, 0.3 oz (9 g)",21.85,599.0,9.0,beauty,4.4
"Neutrogena, Healthy Skin, Anti-Wrinkle Cream, Night, 1.4 oz (40 g)",26.3,340.0,40.0,beauty,4.5
"Andalou Naturals, Cleansing Gel, Citrus Kombucha, Clear Skin, 6 fl oz (178 ml)",23.39,1297.0,,beauty,4.7
"Queen Helene, Scrub, Oily and Acne Prone Skin, Mint Julep, 6 oz (170 g)",6.49,3211.0,170.0,beauty,4.4
"Benton, Aloe BHA Skin Toner, For All Skin Types, 200 ml",19.01,1440.0,,beauty,4.6
"Etude, My Beauty Tool, Exfoliating Jellyfish Silicon Brush, 1 Brush",6.73,1267.0,,beauty,4.2
"Noxzema, Classic Clean, Original Deep Cleansing Cream, Eucalyptus, 12 oz (340 g)",7.12,15.0,340.0,beauty,4.5
"Eucerin, Redness Relief, Cleansing Gel, Fragrance Free, 6.8 fl oz (200 ml)",13.44,880.0,,beauty,4.3
"E.L.F., Contour Palette, 4 Shades, 0.56 oz (16 g)",15.65,1068.0,16.0,beauty,4.3
"Advanced Clinicals, Encapsulated Retinol, Rapid Wrinkle Rewind Cream, 2 fl oz (59 ml)",20.21,158.0,,beauty,4.7
"Cococare, Vitamin E Cream, 12,000 IU, 4 oz (110 g)",8.08,6084.0,110.0,beauty,4.2
"Nu-Pore, Nose Cleansing Strips, 3 Strips",3.89,1474.0,,beauty,3.7
"Mad Hippie Skin Care Products, Cream Cleanser, 13 Actives, 4.0 fl oz (118 ml)",17.79,781.0,,beauty,4.5
"Mad Hippie Skin Care Products, Hydrating Nutrient Mist, 4.0 fl oz (118 ml)",22.24,703.0,,beauty,4.5
"Missha, Geum Sul Vitalizing Eye Cream, 30 ml",38.97,324.0,,beauty,4.6
"Now Foods, Solutions, Glutathione Skin Brightener, 2 fl oz (59 ml)",18.89,145.0,,beauty,4.3
"Wet n Wild, Breakup Proof Waterproof Liquid Eyeliner, Ultra Black, 0.03 fl oz (0.9 ml)",9.21,124.0,,beauty,4.2
"L'Oreal, Collagen Moisture Filler, Day/Night Cream, 1.7 oz (48 g)",21.67,337.0,48.0,beauty,4.5
"L.A. Girl, Pro Conceal HD Concealer, Green Corrector, 0.28 oz (8 g)",6.24,464.0,8.0,beauty,4.3
"J.Cat Beauty, Love Struck, Blusher + Bronzer, LGP106 Snookums, 0.26 oz (7.5 g)",4.49,327.0,7.5,beauty,4.1
"Acure, Ultra Hydrating Green Juice Cleanser, 4 fl oz (118 ml)",13.34,353.0,,beauty,4.5
"Denco, Brush Cleaning Mat, 1 Mat",8.96,466.0,,beauty,4.7
"The Face Shop, Daily Beauty Tools, Facial Scissors, 1 Pair ",3.53,42.0,,beauty,4.7
"Mizon, Black Snail, All In One Cream, 2.53 fl oz (75 ml)",26.36,3483.0,,beauty,4.5
"Cetaphil, Extra Gentle Daily Scrub, 6 fl oz (178 ml)",17.14,377.0,,beauty,4.5
"Wet n Wild, High On Lash Eyelash Curler, 1 Tool",4.35,191.0,,beauty,4.3
"Wet n Wild, MegaGlo Makeup Stick, Contour, Oak's On You, 0.21 oz (6 g)",5.26,276.0,6.0,beauty,4.2
"Neutrogena, Oil Free Moisture, Facial Moisturizer with UVA/UVB Protection, Broad Spectrum SPF 35, 2.5 fl oz (73 ml)",21.05,359.0,,beauty,4.2
"Frudia, Green Grape Pore Control Cream, 0.35 oz (10 g)",4.18,999.0,10.0,beauty,4.5
"Advanced Clinicals, Turmeric Oil, Perfect for Problem Skin, 1.8 fl oz (53 ml)",17.09,506.0,,beauty,4.4
"Leven Rose, 100% Pure & Organic Jojoba Oil, 4 fl oz (118 ml)",21.8,756.0,,beauty,4.5
"Biore, Deep Pore Charcoal Cleanser, 6.77 fl oz (200 ml)",11.79,762.0,,beauty,4.5
"Medi-Peel, Bor-Tox, Peptide Ampoule, 1.01 fl oz (30 ml)",47.62,338.0,,beauty,4.7
"InstaNatural, Hyaluronic Acid Eye Gel Cream, 0.5 fl oz (15 ml)",20.24,401.0,,beauty,4.5
"Mizon, Snail Repair Intensive Ampoule, 1.01 fl oz (30 ml)",23.49,1326.0,,beauty,4.5
"Dear, Klairs, Supple Preparation Unscented Toner, 6.08 fl oz (180 ml)",30.46,563.0,,beauty,4.7
"Aveeno, Active Naturals, Clear Complexion Foaming Cleanser, 6 fl oz (177 ml)",13.47,510.0,,beauty,4.4
"Frownies, Facial Patches, Corners of Eyes & Mouth, 144 Patches",35.82,460.0,,beauty,4.1
"Pixi Beauty, Skintreats, Vitamin-C Tonic, Brightening Toner, 3.4 fl oz (100 ml)",23.41,654.0,,beauty,4.5
"Innisfree, My Real Squeeze Beauty Mask EX, Rose, 1 Sheet, 0.67 fl oz (20 ml)",3.12,623.0,,beauty,4.5
"It's Skin, Collagen, Nutrition Emulsion, 150 ml",14.83,167.0,,beauty,4.6
"Asutra, 2.5% Retinol Serum, 1 fl oz (30 ml)",16.86,176.0,,beauty,4.4
"PrescriptSkin, Retinol Toner, 6 fl oz (177 ml)",23.41,873.0,,beauty,4.5
"Hero Cosmetics, Mighty Patch, Variety Pack, 26 Patches",16.61,221.0,,beauty,4.4
"Neogen, Real Vita C Serum, 1.12 oz (32 g)",31.21,181.0,32.0,beauty,4.6
"MOODmatcher, Lipstick, Pink, 0.12 oz (3.5 g)",7.8,610.0,3.5,beauty,4.2
"Etude, Drawing Eye Brow, Gray Brown #02, 1 Pencil",3.92,2836.0,,beauty,4.5
"E.L.F., Eyebrow Kit, Gel & Powder, Dark, Gel 0.05 oz (1.4 g) Powder 0.08 oz (2.3 g)",9.29,1832.0,1.4,beauty,4.3
"Real Techniques, Expert Concealer Brush, 1 Brush",10.91,632.0,,beauty,4.6
"Derma E, Hydrating on the Go, Clean Beauty Travel Kit, 5 Piece Kit",17.07,612.0,,beauty,4.7
"PrescriptSkin, Vitamin C Cleanser, Enhanced Brightening Gel Cleanser, 6 oz (177 ml)",20.29,809.0,,beauty,4.5
"Missha, Perfect Eyebrow Styler, Gray Brown, 0.005 oz (0.15 g)",6.57,491.0,0.15,beauty,4.5
"Heritage Store, 100% Pure Jojoba Oil, 1 fl oz (30 ml)",7.32,486.0,,beauty,4.6
"InstaNatural, Emu Oil, Body Treatment,  4 fl oz (120 ml)",37.44,656.0,,beauty,4.7
"Pixi Beauty, Correction Concentrate, Brightening Peach, 0.1 oz (3 g)",18.73,429.0,3.0,beauty,4.3
"Missha, Signature Wrinkle Fill Up B.B. Cream, SPF 37 PA++, No. 21, 1.55 oz (44 g)",29.45,162.0,44.0,beauty,4.5
"Biore, Blemish Fighting Ice Cleanser, 6.77 fl oz (200 ml)",11.79,624.0,,beauty,4.5
"L.A. Girl, The Nudist Eyeshadow Palette, 0.035 oz (1 g) Each",15.61,283.0,1.0,beauty,4.7
"Mediheal, D.N.A Hydrating Protein Beauty Mask, 5 Sheets, 0.84 fl oz (25 ml) Each",12.75,885.0,,beauty,4.7
"RoC, Retinol Correxion Deep Wrinkle Serum, 1 fl oz (30 ml)",38.66,397.0,,beauty,4.5
"iUNIK, Calendula Complete Cleansing Oil, 6.7 fl oz (200 ml)",27.47,203.0,,beauty,4.7
"Schick, Hydro Silk Touch Up, Assorted Colors, 3 Disposable Razors",6.64,,,beauty,
"Physicians Formula, Shimmer Strips, All-in-1 Custom Nude Palette, Warm Nude, 0.26 oz (7.5 g)",21.83,855.0,7.5,beauty,4.5
"Elizavecca, Gold CF-Nest, White Bomb Eye Cream, 1.01 fl oz (30 ml)",13.7,549.0,,beauty,4.6
"InstaNatural, 2.5% Retinol Bakuchiol Serum, 1 fl oz (30 ml)",31.17,929.0,,beauty,4.6
"Dear, Klairs, Rich Moist Soothing Cream, 2 oz (60 ml)",34.33,1143.0,,beauty,4.7
"Hero Cosmetics, Mighty Patch, Micropoint for Dark Spots, 6 Patches",15.42,263.0,,beauty,3.7
"E.L.F., Tone Adjusting Face Primer, Neutralizing Green, 0.47 oz (14 g)",10.92,735.0,14.0,beauty,4.2
"Frudia, Green Grape Pore Control Serum, 1.76 oz (50 g)",19.01,301.0,50.0,beauty,4.3
"Medix 5.5, Retinol + Ferulic Acid, Anti-Sagging Treatment, 15 fl oz (444 ml)",23.41,15.0,,beauty,4.5
"Dr. Woods, Almond Castile Soap with Fair Trade Shea Butter, 32 fl oz (946 ml)",15.59,2032.0,,beauty,4.3
"Medi-Peel, Premium Naite Thread Neck Cream, 3.38 fl oz (100 ml)",35.75,228.0,,beauty,4.8
"Cococare, 100% Coconut Oil, 4 oz (110 g)",5.2,3887.0,110.0,beauty,4.4
"Andalou Naturals, Creamy Cleanser, Meyer Lemon + C, Brightening, 6 fl oz (178 ml)",23.39,1457.0,,beauty,4.6
"E.L.F., Wow Brow Gel, Taupe, 0.12 oz (3.5 g)",6.24,489.0,3.5,beauty,4.3
"Sally Hansen, No More Fungus, Maximum Strength, 1.3 fl oz (39 ml)",13.71,232.0,,beauty,4.3
"Eucerin, Advanced Cleansing, Body and Face Cleanser, Fragrance Free, 16.9 fl oz (500 ml)",20.15,484.0,,beauty,4.7
"Cetaphil, Daily Oil-Free Hydrating Lotion, Fragrance Free, 3 fl oz (88 ml)",26.13,511.0,,beauty,4.5
"InstaNatural, Dark Spot Corrector, Anti-Aging, 1 fl oz (30 ml)",34.32,615.0,,beauty,4.3
"Cliganic, 100% Pure & Natural, Rosehip Oil,  4 fl oz (120 ml)",23.39,967.0,,beauty,4.7
"Missha, Super Aqua, Cell Renew Snail, Cleansing Foam, 3.38 fl oz (100 ml)",8.66,707.0,,beauty,4.8
"E.L.F., Bite Size Eyeshadow, Pumpkin Pie, 0.12 oz (3.5 g)",4.68,10.0,3.5,beauty,4.7
"Mediheal, Line Friends, Collagen Impact Essential Beauty Mask EX, 1 Sheet, 24 ml",3.14,178.0,,beauty,4.7
"Benton, Honest Cleansing Foam, 150 g",10.97,767.0,150.0,beauty,4.5
"Mavala, Double-Lash, 0.3 fl oz (10 ml)",43.82,631.0,,beauty,4.3
"E.L.F., Hydrating Camo Concealer, Fair Warm,  0.2 fl oz (6 ml)",9.36,173.0,,beauty,4.4
"Kettle Foods, Potato Chips, Honey Dijon, 5 oz (141 g)",4.67,19273.0,141.0,grocery,4.5
"Dynamic Health  Laboratories, Organic Raw Apple Cider Vinegar with Mother, 16 fl oz (473 ml)",6.37,7044.0,,grocery,4.7
"Yogi Tea, Stress Relief, Honey Lavender, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",5.75,9680.0,29.0,grocery,4.6
"Chocolove, Almonds & Sea Salt in Dark Chocolate, 55% Cocoa, 3.2 oz (90 g)",4.59,17019.0,90.0,grocery,4.6
"Snyder's, Pretzel Pieces, Honey Mustard & Onion, 8 oz (226.8 g)",4.12,2845.0,226.8,grocery,4.6
"Kitchens of India, Paste For Butter Chicken Curry, Concentrate For Sauce, Medium, 3.5 oz (100 g)",2.84,6742.0,100.0,grocery,4.5
"Simply Organic, Garlic Powder, 3.64 oz (103 g)",10.22,17420.0,103.0,grocery,4.8
"Edward & Sons, Let's Do Organic, 100% Organic Unsweetened Toasted Coconut Flakes, 7 oz (200 g)",4.89,5184.0,200.0,grocery,4.7
"Drogheria & Alimentari, Organic Black Pepper Corns Mill, 1.58 oz (45 g)",4.52,5417.0,45.0,grocery,4.7
"Seapoint Farms, Dry Roasted Edamame, Sea Salt, 4 oz (113 g)",3.12,2882.0,113.0,grocery,4.3
"Annie's Naturals, Organic Ketchup, 24 oz (680 g)",6.94,11445.0,680.0,grocery,4.6
"Peanut Butter & Co., Old Fashioned Crunchy, Peanut Butter, 16 oz (454 g)",8.17,7771.0,454.0,grocery,4.6
"FlapJacked, Protein Pancake and Baking Mix, Buttermilk, 12 oz (340 g)",9.92,5509.0,340.0,grocery,4.2
"Snyder's, Pretzel Pieces, Cheddar Cheese, 8 oz (226.8 g)",4.12,3457.0,226.8,grocery,4.6
"Nature's Path, Love Crunch, Premium Organic Granola, Dark Chocolate & Red Berries, 11.5 oz (325 g)",7.08,7309.0,325.0,grocery,4.6
"Walden Farms, Pancake Syrup, 12 fl oz (355 ml)",7.36,8646.0,,grocery,4.3
"YumEarth, Organic Pops, Favorites, 50 Pops, 10.9 oz (310 g)",12.47,88081.0,310.0,grocery,4.8
"Made in Nature, Organic Dried Deglet Noor Dates, Ooh-La-Luscious Supernacks, 8 oz (227 g)",7.48,4018.0,227.0,grocery,4.5
"Sheila G's, Brownie Brittle, Salted Caramel, 5 oz (142 g)",7.01,3194.0,142.0,grocery,4.4
"Finn Crisp, Sourdough Rye Thins, Original, 7 oz (200 g)",4.2,3320.0,200.0,grocery,4.5
"Drogheria & Alimentari, All Natural Pink Himalayan Salt Mill, 3.18 oz (90 g)",4.52,5763.0,90.0,grocery,4.7
"Atkins, Endulge, Caramel Nut Chew Bar, 5 Bars, 1.2 oz (34 g) Each",12.61,7074.0,34.0,grocery,4.5
"Seapoint Farms, Seaweed Crisps, Pumpkin Sesame, 1.2 oz (35 g)",4.0,4155.0,35.0,grocery,4.6
"Simply Organic, All-Purpose Seasoning, 2.08 oz (59 g)",7.2,9324.0,59.0,grocery,4.7
"Coconut Secret, The Original Coconut Aminos, Soy-Free Alternative to Soy Sauce, 8 fl oz (237 ml)",7.56,6982.0,,grocery,4.7
"Sheila G's, Brownie Brittle, Chocolate Chip, 5 oz (142 g)",6.37,3921.0,142.0,grocery,4.4
"Kettle Foods, Potato Chips, Sour Cream and Onion, 5 oz (142 g)",5.45,4399.0,142.0,grocery,4.4
"Endangered Species Chocolate, Strong + Velvety Dark Chocolate, 3 oz (85 g)",4.42,4298.0,85.0,grocery,4.6
"Chocolove, Extreme Dark Chocolate, 88% Cocoa Content, 3.2 oz (90 g)",4.59,3591.0,90.0,grocery,4.6
"Sea Tangle Noodle Company, Kelp Noodles, 12 oz (340 g)",4.63,3156.0,340.0,grocery,4.1
"Bob's Red Mill, Old Fashioned Rolled Oats, Whole Grain, Gluten Free, 32 oz (907 g)",12.47,3299.0,907.0,grocery,4.8
"Now Foods, Real Food, Organic Maple Syrup, Grade A, Dark Color, 16 fl oz (473 ml)",18.5,12608.0,,grocery,4.7
"Yogi Tea, Bedtime, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",5.75,4503.0,24.0,grocery,4.3
"California Gold Nutrition, Foods, Variety Pack Snack Bars, 12 Bars, 1.4 oz (40 g) Each",11.71,21869.0,40.0,grocery,4.7
"California Gold Nutrition, Organic Extra Virgin Coconut Oil, Unrefined, Cold-Pressed, 16 fl oz (473 ml)",11.35,42279.0,,grocery,4.8
"Eden Foods, Organic, Pumpkin Seeds, Dry Roasted, 4 oz (113 g)",4.17,4201.0,113.0,grocery,4.5
"Seapoint Farms, Seaweed Crisps, Almond Sesame, 1.2 oz (35 g)",4.0,6749.0,35.0,grocery,4.5
"Kettle Foods, Potato Chips, Sea Salt & Vinegar, 5 oz (142 g)",5.45,3686.0,142.0,grocery,4.1
"Kettle Foods, Organic Potato Chips, Sea Salt, 5 oz (142 g)",4.51,3720.0,142.0,grocery,4.4
"Daelmans, Stroopwafels, Caramel, 8 Waffles, 8.11 oz (230 g)",6.04,2722.0,230.0,grocery,4.6
"Mamma Chia, Organic Chia Seed, 12 oz (340 g)",8.2,16727.0,340.0,grocery,4.8
"YumEarth, Organic Pops, Vitamin C, Assorted Flavors, 40 Pops, 8.5 oz (241 g)",10.6,88081.0,241.0,grocery,4.8
"Chocolove, Almonds & Sea Salt in Strong Dark Chocolate, 70% Cocoa, 3.2 oz (90 g)",4.59,2758.0,90.0,grocery,4.7
"Simply Organic, Organic Smoked Paprika, 2.72 oz (77 g)",9.91,17574.0,77.0,grocery,4.8
"Nutiva, Organic Coconut Oil, Buttery Flavor, 14 fl oz (414 ml)",9.46,10105.0,,grocery,4.7
"Simple Mills, Almond Flour Crackers, Fine Ground Sea Salt, 4.25 oz (120 g)",7.46,1918.0,120.0,grocery,4.7
"Nestle Hot Cocoa Mix, Classic Rich Milk Chocolate Flavor, 6 Envelopes, 0.71 oz (20.2 g) Each",2.84,6408.0,20.2,grocery,4.4
"Stoneridge Orchards, Strawberries, Dipped in Dark Chocolate, 70% Cocoa, 5 oz (142 g)",7.29,6982.0,142.0,grocery,4.6
"Yogi Tea, Woman's Raspberry Leaf, Caffeine Free, 16 Tea Bags, 1.02 oz (29 g)",5.75,3095.0,29.0,grocery,4.5
"Simple Mills, Crunchy Almond Flour Cookies, Chocolate Chip, 5.5 oz (156 g)",7.46,2139.0,156.0,grocery,4.7
"Sheila G's, Brownie Brittle, Chocolate Chip, 5 oz (142 g)",6.37,3921.0,142.0,grocery,4.4
"Simple Mills, Crunchy Almond Flour Cookies, Double Chocolate, 5.5 oz (156 g)",7.46,2033.0,156.0,grocery,4.7
"Sheila G's, Brownie Brittle, Protein,  Chocolate Chip, 3.25 oz (92 g)",5.77,1160.0,92.0,grocery,4.4
"Pure Indian Foods, 100% Organic Grass-Fed Original Ghee, 15 oz (425 g)",26.67,4331.0,425.0,grocery,4.7
"Traditional Medicinals, Herbal Teas, Organic Dandelion Leaf & Root Tea, Naturally Caffeine Free, 16 Wrapped Tea Bags, .99 oz (28 g)",6.56,1262.0,28.0,grocery,4.6
"Jovial, Brown Rice Pasta, Spaghetti, 12 oz (340 g)",6.88,1402.0,340.0,grocery,4.6
"Drogheria & Alimentari, Organic Black Pepper Corns Mill, 1.58 oz (45 g)",4.52,5417.0,45.0,grocery,4.7
"Now Foods, Real Food, Organic Maple Syrup, Grade A, Dark Color, 32 fl oz (946 ml)",35.58,12608.0,,grocery,4.7
"Quest Nutrition, Tortilla Style Protein Chips, Nacho Cheese, 12 Bags, 1.1 oz (32 g ) Each",50.74,2684.0,32.0,grocery,4.5
"Yogi Tea, Skin DeTox, Soothing Rose Hibiscus, 16 Tea Bags, 1.12 oz (32 g)",5.75,7361.0,32.0,grocery,4.3
"Snyder's, Pretzel Pieces, Cheddar Cheese, 8 oz (226.8 g)",4.12,3457.0,226.8,grocery,4.6
"Simply Organic, Garlic Salt, 4.70 oz (133 g)",7.64,8140.0,133.0,grocery,4.8
"Now Foods, Real Food, Raw Almond Flour, 22 oz (624 g)",20.42,7057.0,624.0,grocery,4.6
"Simple Mills, Almond Flour Crackers, Fine Ground Sea Salt, 4.25 oz (120 g)",7.46,1918.0,120.0,grocery,4.7
"Gerber, Hearty Bits, MultiGrain Cereal, 12+ Months, Banana, Apple, Strawberry, 8 oz (227 g)",6.65,1690.0,227.0,grocery,4.7
"PB2 Foods, The Original PB2, Powdered Peanut Butter, 16 oz (454 g)",12.34,7538.0,454.0,grocery,4.6
"Atkins, Endulge, Caramel Nut Chew Bar, 5 Bars, 1.2 oz (34 g) Each",12.61,7074.0,34.0,grocery,4.5
"Made in Nature, Organic Dried Deglet Noor Dates, Ooh-La-Luscious Supernacks, 8 oz (227 g)",7.48,4018.0,227.0,grocery,4.5
"Nutiva, Organic Coconut Oil, Virgin, 54 fl oz (1.6 L)",35.4,16521.0,,grocery,4.8
"YumEarth, Organic Fruit Snacks, Original , 10 Packs, 0.7 oz (19.8 g) Each",10.16,10272.0,19.8,grocery,4.6
"Seapoint Farms, Dry Roasted Edamame, Wasabi, 3.5 oz (99 g)",3.12,1879.0,99.0,grocery,4.3
"Sahale Snacks, Glazed Mix, Maple Pecans, 4 oz (113 g)",8.16,6364.0,113.0,grocery,4.5
"NuNaturals, Oat Fiber, 1 lb (454 g)",9.97,2282.0,454.0,grocery,4.5
"Simply Organic, Curry Powder, 3.00 oz (85 g)",7.43,4226.0,85.0,grocery,4.7
"Simply Organic, Cayenne, 2.89 oz (82 g)",6.82,4291.0,82.0,grocery,4.8
"Zollipops, The Clean Teeth Pops, Strawberry, Orange, Raspberry, Cherry, Grape, Pineapple, Approx. 23-25 ZolliPops, 5.2 oz",10.91,4067.0,,grocery,4.8
"Lakanto, Monkfruit Sweetener with Erythritol, Golden, 16 oz (454 g)",17.93,2004.0,454.0,grocery,4.7
"Wholesome, Allulose, Zero Calorie Sweetener, 12 oz (340 g)",11.34,457.0,340.0,grocery,4.8
"Edward & Sons, Coconut Milk Powder, 5.25 oz (150 g)",5.52,6540.0,150.0,grocery,4.5
"Sheila G's, Brownie Brittle, Salted Caramel, 5 oz (142 g)",7.01,3194.0,142.0,grocery,4.4
"Gerber, Organic Oatmeal Cereal, Millet Quinoa, 8 oz (227 g)",7.63,2183.0,227.0,grocery,4.7
"Gerber, Lil' Bits, Oatmeal Cereal, 8+ Months, Banana Strawberry, 8 oz (227 g)",6.65,2036.0,227.0,grocery,4.7
"Yogi Tea, Stomach Ease, 16 Tea Bags, 1.02 oz (29 g)",5.75,1734.0,29.0,grocery,4.4
"Now Foods, Real Food, Roasted Pistachios, With Sea Salt, 12 oz (340 g)",14.07,3825.0,340.0,grocery,4.7
"Sunfood, Fine Himalayan Crystal Salt, 1 lb (454 g)",9.92,7494.0,454.0,grocery,4.7
"Julian Bakery, Pro Granola, Espresso Cluster, 17.9 oz (510 g)",21.83,1757.0,510.0,grocery,4.4
"Lakanto, Monkfruit Sweetener with Erythritol, Golden, 8.29 oz (235 g)",9.07,5249.0,235.0,grocery,4.7
"Bob's Red Mill, Organic Old Fashioned Rolled Oats, Whole Grain, 16 oz (454 g)",4.57,704.0,454.0,grocery,4.8
"La Tourangelle, Organic Extra Virgin Olive Oil, 16.9 fl oz (500 ml)",12.98,3628.0,,grocery,4.7
"La Tourangelle, Delicate Avocado Oil, 16.9 fl oz (500 ml)",26.16,16918.0,,grocery,4.8
"BNRG, Power Crunch Protein Energy Bar, Triple Chocolate, 12 Bars, 1.4 oz (40 g) Each",32.09,3140.0,40.0,grocery,4.5
"Drogheria & Alimentari, All Natural Pink Himalayan Salt Mill, 3.18 oz (90 g)",4.52,5763.0,90.0,grocery,4.7
"Frontier Natural Products, Organic Ceylon Cinnamon, 1.76 oz (50 g)",8.53,6132.0,50.0,grocery,4.7
"YumEarth, Organic Fruit Snacks, Tropical, 10 Packs, 0.62 oz (17.6 g) Each",10.16,5109.0,17.6,grocery,4.7
"Yogi Tea, Positive Energy, Sweet Tangerine, 16 Tea Bags, 1.02 oz (29 g)",5.75,4367.0,29.0,grocery,4.6
"Traditional Medicinals, Organic Smooth Move, Original with Senna, Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",6.56,1540.0,32.0,grocery,4.4
"Bob's Red Mill, Old Fashioned Rolled Oats, Whole Grain, 32 oz (907 g)",6.96,652.0,907.0,grocery,4.7
"Popchips, Potato Chips, Barbeque, 5 oz (142 g)",5.95,3909.0,142.0,grocery,4.4
"Traditional Medicinals, Organic Mother's Milk, Original with Fennel & Fenugreek, Caffeine Free, 32 Wrapped Tea Bags, 1.98 oz (56 g)",14.43,6068.0,56.0,grocery,4.5
"Simply Organic, Ginger, 1.64 oz (46 g)",7.56,6360.0,46.0,grocery,4.7
"Dr. Axe / Ancient Nutrition, Multi Collagen Protein, Unflavored, 1 lb (454.5 g)",62.36,1031.0,454.5,grocery,4.6
"Now Foods, Real Food, Erythritol, 2.5 lbs (1,134 g)",19.91,9872.0,134.0,grocery,4.6
"Now Foods, Organic Quinoa Macaroni, Gluten Free, 8 oz (227 g)",7.1,2619.0,227.0,grocery,4.7
"Quest Nutrition, Tortilla Style Protein Chips, Ranch, 1.1 oz (32 g)",51.31,1212.0,32.0,grocery,4.5
"Traditional Medicinals, Organic Nettle Leaf, Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",6.56,1683.0,32.0,grocery,4.5
"Simply Organic, Italian Seasoning, 0.95 oz (27 g)",6.95,5287.0,27.0,grocery,4.7
"NUCO, Organic Coconut Wraps, Original, 5 Wraps (14 g) Each",9.83,2233.0,14.0,grocery,4.2
"YumEarth, Organics, Sour Pops, Assorted Flavors, 14 Pops, 3 oz (85 g)",4.3,2984.0,85.0,grocery,4.8
"Yogi Tea, Echinacea Immune Support, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",5.75,2215.0,24.0,grocery,4.6
"Now Foods, Real Food, Erythritol, 1 lb (454 g)",9.24,9872.0,454.0,grocery,4.6
"Traditional Medicinals, Organic Spearmint, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.56,833.0,24.0,grocery,4.6
"FlapJacked, Mighty Muffin with Probiotics, Double Chocolate, 1.94 oz (55 g)",3.74,795.0,55.0,grocery,3.7
"Simple Mills, Naturally Gluten-Free, Almond Flour Crackers, Farmhouse Cheddar , 4.25 oz (120 g)",7.46,1782.0,120.0,grocery,4.4
"Crown Prince Natural, Smoked Oysters, In Olive Oil, 3 oz (85 g)",4.38,1910.0,85.0,grocery,4.3
"Pure Protein, Chocolate Peanut Caramel Bar, 12 Bars, 1.76 oz (50 g) Each",29.78,3017.0,50.0,grocery,4.5
"Nestle Hot Cocoa Mix, Classic Rich Milk Chocolate Flavor, 6 Envelopes, 0.71 oz (20.2 g) Each",2.84,6408.0,20.2,grocery,4.4
"Nature's Path, Love Crunch, Dark Chocolate & Peanut Butter, 11.5 oz (325 g)",7.79,1886.0,325.0,grocery,4.7
"St. Dalfour, Giant French Prunes, Pitted, 7 oz (200 g)",5.29,3283.0,200.0,grocery,4.8
